"gene"	"freq_DE"	"freq_lasso"
"882"	"BHLHB9"	0	12
"883"	"CAND2"	0	19
"884"	"CAPN15"	0	21
"885"	"CARHSP1"	0	30
"886"	"CCDC6"	0	14
"887"	"CCR9"	0	50
"888"	"CDC42BPA"	0	38
"889"	"CHIT1"	0	50
"890"	"COA1"	0	41
"891"	"COL1A1"	0	17
"892"	"CRYBA2"	0	1
"893"	"CTNNA2"	0	2
"894"	"DHX32"	0	79
"895"	"DYNC1I1"	0	16
"896"	"EDIL3"	0	56
"897"	"EXT1"	0	9
"898"	"FANCC"	0	58
"899"	"FGF7"	0	3
"900"	"GABRE"	0	18
"901"	"GALNT2"	0	23
"902"	"GPN3"	0	10
"903"	"HOXA1"	0	17
"904"	"HSPG2"	0	16
"905"	"IGSF1"	0	35
"906"	"INSL3"	0	61
"907"	"IQCE"	0	2
"908"	"KLHDC10"	0	7
"909"	"LYPLA1P3"	0	14
"910"	"MED31"	0	64
"911"	"MERTK"	0	54
"912"	"MIEF1"	0	15
"913"	"NBL1"	0	4
"914"	"OLR1"	0	54
"915"	"PIK3R3"	0	2
"916"	"PIPOX"	0	34
"917"	"PNMA8A"	0	33
"918"	"PTPRN2"	0	9
"919"	"PYCR1"	0	5
"920"	"RABGEF1"	0	17
"921"	"RAC1"	0	7
"922"	"RET"	0	27
"923"	"RMND5B"	0	5
"924"	"RPS6KA4"	0	45
"925"	"SEZ6L"	0	2
"926"	"SLC5A6"	0	35
"927"	"SLCO5A1"	0	31
"928"	"SMARCC2"	0	21
"929"	"STARD5"	0	8
"930"	"STX1A"	0	23
"931"	"THRB"	0	54
"932"	"TRAF2"	0	27
"933"	"UBXN1"	0	6
"934"	"UXT"	0	95
"935"	"VAPA"	0	32
"936"	"ZNF334"	0	32
"937"	"ZNF362"	0	31
"938"	"ZNF586"	0	23
"939"	"AR"	0	22
"940"	"ARHGAP10"	0	12
"941"	"BARD1"	0	8
"942"	"CTH"	0	11
"943"	"DRC3"	0	7
"944"	"EML3"	0	34
"945"	"FAM184A"	0	28
"946"	"FLT4"	0	12
"947"	"GOLPH3"	0	14
"948"	"GRWD1"	0	30
"949"	"GUCY1B3"	0	2
"950"	"GULP1"	0	20
"951"	"HDGFL3"	0	8
"952"	"IGHA2"	0	55
"953"	"KIAA0368"	0	14
"954"	"KPNA4"	0	11
"955"	"LAMA5"	0	35
"956"	"MAB21L1"	0	47
"957"	"MALL"	0	11
"958"	"ME1"	0	4
"959"	"NCAM1"	0	10
"960"	"NECTIN3"	0	12
"961"	"NR2F6"	0	10
"962"	"ORM2"	0	34
"963"	"PCSK2"	0	30
"964"	"PIEZO2"	0	29
"965"	"RUNDC3A"	0	36
"966"	"SCG3"	0	8
"967"	"SELENOW"	0	9
"968"	"SLC2A1"	0	30
"969"	"SLC35F2"	0	4
"970"	"SLC45A2"	0	1
"971"	"SLC4A4"	0	13
"972"	"SNRNP200"	0	2
"973"	"SPINT1"	0	40
"974"	"SPX"	0	36
"975"	"STOML1"	0	13
"976"	"SYNJ2"	0	17
"977"	"TBC1D9B"	0	21
"978"	"TPPP"	0	2
"979"	"VAMP5"	0	16
"980"	"ZDHHC13"	0	62
"981"	"ZNF556"	0	11
"982"	"ZNF654"	0	5
"983"	"ARNT2"	0	4
"984"	"BMX"	0	1
"985"	"C19orf60"	0	7
"986"	"C5"	0	3
"987"	"CHRM3"	0	14
"988"	"CNN3"	0	9
"989"	"COL17A1"	0	38
"990"	"CRAT"	0	3
"991"	"DECR2"	0	14
"992"	"GLRX"	0	64
"993"	"GRAMD1B"	0	23
"994"	"HYOU1"	0	41
"995"	"KIF17"	0	19
"996"	"LOXL2"	0	25
"997"	"NAV3"	0	15
"998"	"NYNRIN"	0	10
"999"	"PITRM1"	0	2
"1000"	"PLP1"	0	4
"1001"	"PSRC1"	0	3
"1002"	"RBM19"	0	21
"1003"	"RPL39L"	0	53
"1004"	"TCEAL2"	0	31
"1005"	"TM9SF4"	0	27
"1006"	"TMEM40"	0	16
"1007"	"TMPRSS3"	0	4
"1008"	"TNFRSF11A"	0	13
"1009"	"TP73-AS1"	0	25
"1010"	"TRIM9"	0	42
"1011"	"USP39"	0	7
"1012"	"WASHC5"	0	3
"1013"	"ZBED8"	0	2
"1014"	"ZNF385D"	0	7
"1015"	"C9orf3"	0	3
"1016"	"CALCB"	0	11
"1017"	"CCL8"	0	11
"1018"	"CHCHD2"	0	3
"1019"	"DAPK2"	0	3
"1020"	"GOT2P1"	0	1
"1021"	"INTS8"	0	15
"1022"	"KL"	0	29
"1023"	"KRT14"	0	2
"1024"	"MMP7"	0	7
"1025"	"MOCS1"	0	10
"1026"	"PRUNE2"	0	10
"1027"	"PSMB4"	0	21
"1028"	"RBP4"	0	7
"1029"	"SETMAR"	0	2
"1030"	"TAS2R10"	0	4
"1031"	"ADAMTS2"	0	4
"1032"	"BTN2A2"	0	7
"1033"	"COLQ"	0	8
"1034"	"DNM3"	0	30
"1035"	"EHD3"	0	13
"1036"	"HSPA5"	0	3
"1037"	"KCNK12"	0	27
"1038"	"NTS"	0	12
"1039"	"PIR"	0	12
"1040"	"PPFIA1"	0	4
"1041"	"PSMB8"	0	4
"1042"	"SEC31A"	0	9
"1043"	"SOX12"	0	3
"1044"	"SPAG6"	0	3
"1045"	"TFPI2"	0	13
"1046"	"TMEM208"	0	50
"1047"	"ARHGEF9"	0	5
"1048"	"AVP"	0	22
"1049"	"BBOF1"	0	2
"1050"	"CLSTN2"	0	7
"1051"	"GAL"	0	3
"1052"	"GGT1"	0	1
"1053"	"GPER1"	0	6
"1054"	"HBE1"	0	4
"1055"	"MGAT1"	0	5
"1056"	"MYF5"	0	1
"1057"	"NDFIP1"	0	11
"1058"	"ORM1"	0	42
"1059"	"PPM1H"	0	1
"1060"	"PPP2R5A"	0	11
"1061"	"PRRX1"	0	5
"1062"	"TDO2"	0	12
"1063"	"TMEM158"	0	6
"1064"	"TPST1"	0	5
"1065"	"WDTC1"	0	1
"1066"	"ARGLU1"	0	3
"1067"	"ATP6V1G2"	0	2
"1068"	"C11orf95"	0	4
"1069"	"CA3"	0	3
"1070"	"CAPN6"	0	3
"1071"	"CHRNA6"	0	6
"1072"	"CXCL13"	0	12
"1073"	"CYP2E1"	0	21
"1074"	"GRB14"	0	6
"1075"	"HNRNPU"	0	2
"1076"	"JMJD6"	0	2
"1077"	"KCNH4"	0	1
"1078"	"LRRC36"	0	6
"1079"	"LRRC8E"	0	8
"1080"	"NR0B1"	0	1
"1081"	"PON2"	0	1
"1082"	"PPAN"	0	4
"1083"	"RPL10P17"	0	3
"1084"	"RPL27"	0	7
"1085"	"SLC1A2"	0	8
"1086"	"SLC25A21"	0	11
"1087"	"TCP11"	0	1
"1088"	"VIL1"	0	30
"1089"	"ABCC6P2"	0	10
"1090"	"CEACAM21"	0	11
"1091"	"GJA1"	0	5
"1092"	"HYAL1"	0	2
"1093"	"LGALSL"	0	5
"1094"	"MAMLD1"	0	17
"1095"	"NACA"	0	23
"1096"	"NCOA4"	0	9
"1097"	"PDGFA"	0	17
"1098"	"PRR16"	0	1
"1099"	"RBP3"	0	9
"1100"	"ROBO3"	0	1
"1101"	"RPA3"	0	3
"1102"	"SFRP1"	0	9
"1103"	"TMEM87A"	0	1
"1104"	"TNC"	0	3
"1105"	"CLEC1B"	0	5
"1106"	"CLPS"	0	7
"1107"	"DUSP14"	0	1
"1108"	"EDN1"	0	1
"1109"	"ELOA2"	0	2
"1110"	"IFNA1"	0	2
"1111"	"IL17B"	0	6
"1112"	"MATN2"	0	1
"1113"	"MYO16"	0	7
"1114"	"NOL12"	0	2
"1115"	"NUP85"	0	15
"1116"	"PAEP"	0	2
"1117"	"PDE3B"	0	9
"1118"	"PHKA1"	0	1
"1119"	"PLCXD1"	0	3
"1120"	"SCN7A"	0	6
"1121"	"SLC29A3"	0	15
"1122"	"STAT3"	0	5
"1123"	"TMEM165"	0	6
"1124"	"ARF5"	0	16
"1125"	"BBOX1"	0	25
"1126"	"C16orf70"	0	1
"1127"	"CXorf57"	0	3
"1128"	"EPS15P1"	0	6
"1129"	"GP1BA"	0	16
"1130"	"HEXIM1"	0	6
"1131"	"LOR"	0	9
"1132"	"PARD3"	0	14
"1133"	"PRSS12"	0	1
"1134"	"REG1B"	0	1
"1135"	"RORB"	0	1
"1136"	"SPATA20"	0	6
"1137"	"TENM1"	0	8
"1138"	"TRPM4"	0	5
"1139"	"YWHAH"	0	2
"1140"	"ALDOC"	0	2
"1141"	"CAVIN3"	0	29
"1142"	"CDKN1C"	0	5
"1143"	"COL2A1"	0	2
"1144"	"DSN1"	0	18
"1145"	"EDEM1"	0	14
"1146"	"FAM136A"	0	1
"1147"	"FBLN5"	0	10
"1148"	"GPR161"	0	16
"1149"	"HMGN3"	0	1
"1150"	"MMP13"	0	6
"1151"	"MSLN"	0	3
"1152"	"NCOA6"	0	2
"1153"	"PDIA3"	0	2
"1154"	"RAB40A"	0	2
"1155"	"SOCS1"	0	4
"1156"	"STK16"	0	2
"1157"	"ZNF667"	0	2
"1158"	"ZNF672"	0	5
"1159"	"BCL2L1"	0	1
"1160"	"BOLA2B"	0	8
"1161"	"CNNM1"	0	1
"1162"	"COL14A1"	0	1
"1163"	"HERC2P3"	0	8
"1164"	"MXI1"	0	7
"1165"	"PTPN20"	0	6
"1166"	"RHBDF1"	0	2
"1167"	"SMPX"	0	4
"1168"	"TMOD1"	0	8
"1169"	"B4GALT4"	0	4
"1170"	"DAAM2"	0	4
"1171"	"EXOSC4"	0	4
"1172"	"GABRR1"	0	1
"1173"	"MAPRE2"	0	11
"1174"	"NDN"	0	2
"1175"	"PEG3"	0	6
"1176"	"PRSS2"	0	4
"1177"	"PSMB3"	0	2
"1178"	"RALA"	0	1
"1179"	"SOX15"	0	10
"1180"	"ZHX3"	0	6
"1181"	"ZNF304"	0	2
"1182"	"ACSL3"	0	1
"1183"	"BTC"	0	8
"1184"	"CKLF-CMTM1"	0	10
"1185"	"DIXDC1"	0	16
"1186"	"FAAP24"	0	6
"1187"	"HIC1"	0	3
"1188"	"IGFBP4"	0	1
"1189"	"IL1A"	0	1
"1190"	"KCNQ4"	0	3
"1191"	"KRT8P3"	0	10
"1192"	"LAMB4"	0	1
"1193"	"PAF1"	0	1
"1194"	"PLOD3"	0	1
"1195"	"WIF1"	0	25
"1196"	"ASMTL-AS1"	0	3
"1197"	"ELN"	0	29
"1198"	"IFI27"	0	4
"1199"	"OR7E162P"	0	5
"1200"	"TBC1D13"	0	1
"1201"	"TPRA1"	0	1
"1202"	"YY1"	0	6
"1203"	"ALKBH4"	0	6
"1204"	"AOC1"	0	2
"1205"	"CALCRL"	0	1
"1206"	"CARS2"	0	5
"1207"	"CATSPERG"	0	4
"1208"	"CPB1"	0	4
"1209"	"DMRT1"	0	1
"1210"	"EEF1DP5"	0	7
"1211"	"HDAC7"	0	7
"1212"	"LMTK2"	0	4
"1213"	"MEG3"	0	1
"1214"	"NTM"	0	2
"1215"	"PLA2G7"	0	5
"1216"	"PPEF1"	0	1
"1217"	"REEP4"	0	4
"1218"	"SEMA4C"	0	1
"1219"	"SH3BP4"	0	1
"1220"	"EMILIN1"	0	3
"1221"	"FAM239A"	0	11
"1222"	"HSD17B8"	0	8
"1223"	"OLFM4"	0	2
"1224"	"PPARA"	0	7
"1225"	"PPIAP29"	0	8
"1226"	"REC8"	0	10
"1227"	"ZNF81"	0	2
"1228"	"CPOX"	0	1
"1229"	"GRAP"	0	1
"1230"	"HBA2"	0	7
"1231"	"IFNA8"	0	10
"1232"	"MGMT"	0	4
"1233"	"MYH8"	0	2
"1234"	"NCR2"	0	4
"1235"	"OSGEP"	0	1
"1236"	"PGC"	0	3
"1237"	"TTPA"	0	26
"1238"	"UGGT2"	0	1
"1239"	"ZNF3"	0	1
"1240"	"ZNF324"	0	4
"1241"	"BICC1"	0	2
"1242"	"BTN2A1"	0	6
"1243"	"CCRL1P1"	0	1
"1244"	"DUSP3"	0	1
"1245"	"LRRFIP1"	0	2
"1246"	"ZFPM2"	0	7
"1247"	"AGT"	0	4
"1248"	"C18orf25"	0	2
"1249"	"ISOC1"	0	1
"1250"	"NAT8"	0	3
"1251"	"OXTR"	0	6
"1252"	"PRDM13"	0	1
"1253"	"PSMB6"	0	16
"1254"	"SMG7-AS1"	0	6
"1255"	"TNNT1"	0	2
"1256"	"NMU"	0	2
"1257"	"CDK5RAP1"	0	4
"1258"	"HAS1"	0	1
"1259"	"SYN2"	0	1
"1260"	"ZNF345"	0	4
"1261"	"CLDN10"	0	2
"1262"	"CRHBP"	0	4
"1263"	"GTPBP4"	0	1
"1264"	"INHBB"	0	3
"1265"	"MFAP4"	0	7
"1266"	"NPIPB13"	0	3
"1267"	"OLFM1"	0	1
"1268"	"PABPC3"	0	3
"1269"	"PLPPR1"	0	3
"1270"	"PRKAR1B"	0	9
"1271"	"RAP1GAP"	0	7
"1272"	"RNF216"	0	1
"1273"	"SCGB2A2"	0	1
"1274"	"SLC10A2"	0	1
"1275"	"TNN"	0	4
"1276"	"ZNF493"	0	5
"1277"	"ADK"	0	2
"1278"	"FANCE"	0	7
"1279"	"FOXC2"	0	4
"1280"	"HNRNPA1"	0	2
"1281"	"ITGBL1"	0	3
"1282"	"IVNS1ABP"	0	1
"1283"	"KIAA1024"	0	1
"1284"	"MAP2K1"	0	5
"1285"	"NEU3"	0	4
"1286"	"PKN2"	0	1
"1287"	"PLAGL2"	0	3
"1288"	"SELP"	0	2
"1289"	"SLC30A10"	0	1
"1290"	"VWF"	0	8
"1291"	"ZBTB22"	0	2
"1292"	"GPR85"	0	5
"1293"	"HRASLS"	0	1
"1294"	"ITGA7"	0	3
"1295"	"PLK1"	0	1
"1296"	"RPS14"	0	4
"1297"	"SPINT2"	0	3
"1298"	"TP53TG1"	0	13
"1299"	"XCL1"	0	1
"1300"	"B2M"	0	1
"1301"	"C8G"	0	2
"1302"	"CEP170B"	0	2
"1303"	"EPX"	0	2
"1304"	"FPR3"	0	2
"1305"	"IFT20"	0	2
"1306"	"IL17RC"	0	1
"1307"	"IL36RN"	0	3
"1308"	"KRT13"	0	5
"1309"	"MAOB"	0	1
"1310"	"MEIS2"	0	4
"1311"	"RFPL3"	0	1
"1312"	"SOX17"	0	3
"1313"	"STC1"	0	8
"1314"	"STK19"	0	6
"1315"	"STXBP6"	0	5
"1316"	"WIZ"	0	1
"1317"	"ACKR3"	0	3
"1318"	"GAGE1"	0	2
"1319"	"LCN2"	0	3
"1320"	"LPAR4"	0	9
"1321"	"OBP2B"	0	1
"1322"	"PGM5"	0	2
"1323"	"TXNDC15"	0	5
"1324"	"ANAPC15"	0	1
"1325"	"CDKN2A"	0	1
"1326"	"CTSV"	0	3
"1327"	"GP6"	0	1
"1328"	"KCNK1"	0	5
"1329"	"KLHL21"	0	1
"1330"	"MMP27"	0	1
"1331"	"PACSIN3"	0	1
"1332"	"TFF3"	0	3
"1333"	"TGFA"	0	2
"1334"	"CCDC93"	0	2
"1335"	"DPYSL3"	0	7
"1336"	"FCN3"	0	1
"1337"	"IFNB1"	0	1
"1338"	"KIAA0087"	0	3
"1339"	"OPRK1"	0	2
"1340"	"SEMA3C"	0	4
"1341"	"AMOT"	0	3
"1342"	"BCAM"	0	1
"1343"	"CST5"	0	1
"1344"	"FOXD3"	0	2
"1345"	"KLF10"	0	3
"1346"	"PPY"	0	2
"1347"	"RCVRN"	0	2
"1348"	"RPS23"	0	1
"1349"	"TH"	0	1
"1350"	"ADI1"	0	3
"1351"	"CAMP"	0	4
"1352"	"GCM2"	0	1
"1353"	"HOMER2"	0	2
"1354"	"HOXC6"	0	3
"1355"	"MASP2"	0	1
"1356"	"MTNR1A"	0	1
"1357"	"PRKG1"	0	5
"1358"	"PTPRD"	0	1
"1359"	"TMCC2"	0	6
"1360"	"LGMN"	0	3
"1361"	"MXD3"	0	3
"1362"	"ABCC6"	0	4
"1363"	"ALK"	0	1
"1364"	"CCL2"	0	1
"1365"	"KDR"	0	1
"1366"	"PPFIA3"	0	1
"1367"	"TMEM101"	0	1
"1368"	"TSPAN6"	0	2
"1369"	"OAT"	0	4
"1370"	"RGS16"	0	3
"1371"	"AVPI1"	0	1
"1372"	"SFXN3"	0	2
"1373"	"SOX2"	0	2
"1374"	"ZDHHC18"	0	5
"1375"	"CES1P1"	0	4
"1376"	"FERMT2"	0	2
"1377"	"LIF"	0	3
"1378"	"NDUFS5"	0	1
"1379"	"NOMO2"	0	6
"1380"	"SLC2A10"	0	5
"1381"	"XKRY"	0	2
"1382"	"ATP2C2"	0	1
"1383"	"BUD31"	0	1
"1384"	"EZH1"	0	1
"1385"	"FAM8A1"	0	2
"1386"	"ELP5"	0	2
"1387"	"GAD1"	0	1
"1388"	"MAP2K6"	0	2
"1389"	"MGAT4B"	0	1
"1390"	"ADRB1"	0	1
"1391"	"CD151"	0	1
"1392"	"KLF11"	0	2
"1393"	"RASA4CP"	0	1
"1394"	"SERPINE1"	0	2
"1395"	"SRPX"	0	3
"1396"	"SUPT16H"	0	4
"1397"	"TDRD1"	0	1
"1398"	"VTI1B"	0	3
"1399"	"CYCSP44"	0	2
"1400"	"ITGB1BP2"	0	1
"1401"	"MAGOH2P"	0	1
"1402"	"SLC17A2"	0	1
"1403"	"TMEM45A"	0	2
"1404"	"CENPB"	0	2
"1405"	"CST1"	0	6
"1406"	"ERCC1"	0	1
"1407"	"GUCY2D"	0	2
"1408"	"HYI"	0	3
"1409"	"APOLD1"	0	1
"1410"	"CCDC181"	0	3
"1411"	"DHX29"	0	4
"1412"	"KLF7"	0	1
"1413"	"PLPPR4"	0	2
"1414"	"TPT1"	0	1
"1415"	"ACSM5"	0	2
"1416"	"CDK20"	0	1
"1417"	"NOP53"	0	1
"1418"	"RBM4"	0	2
"1419"	"TBC1D31"	0	3
"1420"	"ALDH18A1"	0	1
"1421"	"CA5BP1"	0	1
"1422"	"CAPG"	0	1
"1423"	"CELA2A"	0	1
"1424"	"CETP"	0	1
"1425"	"HSD17B11"	0	1
"1426"	"SEC63"	0	1
"1427"	"ADRB2"	0	3
"1428"	"CARTPT"	0	6
"1429"	"LY6G6D"	0	2
"1430"	"MAP4K2"	0	3
"1431"	"SNX7"	0	2
"1432"	"TMED9"	0	1
"1433"	"FDXR"	0	1
"1434"	"GPR35"	0	1
"1435"	"HIST1H2BN"	0	5
"1436"	"PLCH2"	0	1
"1437"	"TINAGL1"	0	1
"1438"	"EPB41"	0	3
"1439"	"RPL19"	0	2
"1440"	"HNF4G"	0	2
"1441"	"PXDC1"	0	4
"1442"	"RPS3"	0	2
"1443"	"SMIM8"	0	1
"1444"	"SSR2"	0	1
"1445"	"TESMIN"	0	3
"1446"	"STX3"	0	3
"1447"	"TBCB"	0	2
"1448"	"ZNF500"	0	1
"1449"	"CAPN1"	0	2
"1450"	"GNAI1"	0	2
"1451"	"GSG1"	0	1
"1452"	"SOX5P1"	0	2
"1453"	"ECHDC3"	0	1
"1454"	"ZMAT5"	0	1
"1455"	"GNA14"	0	2
"1456"	"MPDZ"	0	3
"1457"	"RPS6KA3"	0	1
"1458"	"SSX5"	0	1
"1459"	"WDR91"	0	1
"1460"	"FAT4"	0	1
"1461"	"SDC2"	0	1
"1462"	"UCP1"	0	1
"1463"	"DEFA6"	0	1
"1464"	"ERICH1"	0	1
"1465"	"GID4"	0	1
"1466"	"CREB3L1"	0	1
"1467"	"MINDY2"	0	2
"1468"	"HEXA"	0	3
"1469"	"BMPR1B"	0	1
"1470"	"C21orf2"	0	1
"1471"	"NAT8B"	0	1
"1472"	"POU5F1P3"	0	1
"1473"	"HTRA2"	0	2
"1474"	"KLF2"	0	1
"1475"	"LRP1B"	0	1
"1476"	"HOOK1"	0	2
"1477"	"IRF7"	0	1
"1478"	"SDHA"	0	3
"1479"	"LIN7A"	0	1
"1480"	"UBBP1"	0	1
"1481"	"ANGPT2"	0	2
"1482"	"NAGPA"	0	2
"1483"	"SLC27A5"	0	1
"1484"	"STX8"	0	1
"1485"	"ACVR2B"	0	2
"1486"	"CLDN5"	0	1
"1487"	"COL16A1"	0	1
"1488"	"DNMBP"	0	1
"1489"	"NOV"	0	1
"1490"	"SERPINC1"	0	1
"1491"	"TRAPPC6A"	0	1
"1492"	"FOXN2"	0	1
"1493"	"MAGED4B"	0	4
"1494"	"RPSAP19"	0	2
"1495"	"SLC35A2"	0	1
"1496"	"SPHK1"	0	1
"1497"	"TMEM30A"	0	1
"1498"	"DOCK1"	0	1
"1499"	"RN7SL724P"	0	2
"1500"	"XK"	0	3
"1501"	"ABCF3"	0	1
"1502"	"ALDH3B2"	0	1
"1503"	"BAIAP2"	0	1
"1504"	"GDF15"	0	1
"1505"	"MYOM1"	0	1
"1506"	"NT5C"	0	1
"1507"	"RETN"	0	1
"1508"	"TMEM256-PLSCR3"	0	1
"1509"	"GLRB"	0	1
"1510"	"BPHL"	0	1
"1511"	"HIST3H3"	0	1
"1512"	"SERPINI2"	0	3
"1513"	"FAM57A"	0	3
"1514"	"LRRC49"	0	1
"1515"	"MAGEH1"	0	1
"1516"	"PAK5"	0	1
"1517"	"PLPPR3"	0	1
"1518"	"SENP3"	0	1
"1519"	"FOLR3"	0	1
"1520"	"KCNN2"	0	1
"1521"	"MEP1A"	0	1
"1522"	"MNT"	0	1
"1523"	"P2RY4"	0	1
"1524"	"XRCC1"	0	1
"1525"	"DIRAS3"	0	1
"1526"	"GPC4"	0	1
"1527"	"KIF26B"	0	1
"1528"	"KLKB1"	0	1
"1529"	"TRPC3"	0	1
"1530"	"HSPD1"	0	1
"1531"	"TMEM131"	0	1
"1532"	"MT-ND4"	0	1
"1533"	"ZDHHC14"	0	1
"1534"	"NT5C2"	0	2
"1535"	"OLFML3"	0	1
"1536"	"SNCAIP"	0	1
"1537"	"TCP11L1"	0	1
"1538"	"COQ8A"	0	1
"1539"	"FEZF2"	0	1
"1540"	"SUGP1"	0	1
"1541"	"ARF3"	0	3
"1542"	"KDM4B"	0	1
"1543"	"KITLG"	0	1
"1544"	"TGM3"	0	1
"1545"	"CKAP2"	0	1
"1546"	"MTUS1"	0	1
"1547"	"TRIM49B"	0	1
"1548"	"RPL5"	0	1
"1549"	"SERTAD3"	0	1
"1550"	"ING4"	0	1
"1551"	"SLC6A9"	0	1
"1552"	"CADM1"	0	1
"1553"	"RFX4"	0	1
"1554"	"C11orf1"	0	2
"1555"	"GANAB"	0	1
"1556"	"SLC25A37"	0	1
"1557"	"CKM"	0	1
"1558"	"DNAJC28"	0	1
"1559"	"FUT3"	0	1
"1560"	"PDZRN3"	0	1
"1561"	"NETO2"	0	1
"1562"	"PRKACB"	0	1
"1563"	"FZD6"	0	2
"1564"	"KCNJ4"	0	2
"1565"	"AASS"	0	1
"1566"	"DARS"	0	1
"1567"	"MMP20"	0	1
"1568"	"AGRN"	0	1
"1569"	"GSTA4"	0	1
"1570"	"MROH7"	0	1
"1571"	"QDPR"	0	1
"1572"	"SPOCK1"	0	1
"1573"	"IHH"	0	1
"1574"	"CYP7B1"	0	1
"1575"	"CMTR1"	0	1
"1576"	"DPEP1"	0	1
"1577"	"FRS3"	0	1
"1578"	"KCNC4"	0	1
"1579"	"PEX11A"	0	1
"1580"	"ANKMY1"	0	1
"1581"	"LARP6"	0	1
"1582"	"RPS13P2"	0	1
"1583"	"MOK"	0	1
"1584"	"TUBAL3"	0	1
"1585"	"CYP2B7P"	0	1
"1586"	"HSPA4L"	0	2
"1587"	"CHD3"	0	1
"1588"	"COX8A"	0	1
"1589"	"HNRNPA2B1"	0	1
"1590"	"WASF3"	0	1
"1591"	"ZC2HC1A"	0	1
"1592"	"BBIP1"	0	1
"1593"	"F13B"	0	1
"1594"	"LYPLA1"	0	1
"1595"	"MED25"	0	1
"1596"	"PNLIPRP2"	0	1
"1597"	"S100A3"	0	1
"1598"	"SLC15A2"	0	1
"1599"	"SPATS2L"	0	1
"1600"	"TARBP2"	0	1
"1601"	"CTSB"	0	1
"1602"	"ANO3"	0	1
"1603"	"ENC1"	0	1
"1604"	"RDH5"	0	1
